,EndTimeUTC,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2
0,2023-11-30 20:00:00,220.83,3807.15,3846.0,812.0,100.0,1.0,3034.0,812.0,381.71
1,2023-11-30 21:00:00,251.94,4313.2,4355.0,741.0,100.0,1.0,3614.0,741.0,378.51
2,2023-11-30 22:00:00,175.31,3022.41,3052.0,577.0,100.0,1.0,2475.0,577.0,380.29
3,2023-11-30 23:00:00,155.5,2662.18,2685.0,449.0,100.0,1.0,2236.0,449.0,376.18
4,2023-12-01 00:00:00,159.01,2741.28,2768.0,453.0,100.0,1.0,2315.0,453.0,378.62
5,2023-12-01 01:00:00,168.18,2879.17,2905.0,436.0,100.0,1.0,2469.0,436.0,375.34
6,2023-12-01 02:00:00,169.04,2914.29,2943.0,566.0,100.0,1.0,2377.0,566.0,378.6
7,2023-12-01 03:00:00,194.14,3323.73,3352.0,770.0,100.0,1.0,2582.0,770.0,376.45
8,2023-12-01 04:00:00,214.36,3695.52,3732.0,821.0,100.0,1.0,2911.0,821.0,380.41
9,2023-12-01 05:00:00,235.13,4025.44,4062.0,1095.0,100.0,1.0,2967.0,1095.0,378.65
10,2023-12-01 06:00:00,247.52,4267.21,4310.0,1187.0,100.0,1.0,3123.0,1187.0,383.1
11,2023-12-01 07:00:00,254.26,4352.92,4394.0,1248.0,100.0,1.0,3146.0,1248.0,380.19
12,2023-12-01 08:00:00,262.05,4517.77,4565.0,1299.0,100.0,1.0,3266.0,1299.0,383.45
13,2023-12-01 09:00:00,267.7,4583.08,4627.0,1366.0,100.0,1.0,3261.0,1366.0,381.23
14,2023-12-01 10:00:00,288.25,4969.35,5019.0,1481.0,100.0,1.0,3538.0,1481.0,385.12
15,2023-12-01 11:00:00,297.51,5093.41,5142.0,1615.0,93.0,1.0,3527.0,1615.0,383.17
16,2023-12-01 12:00:00,309.21,5330.71,5383.0,1729.0,100.0,1.0,3654.0,1729.0,388.15
17,2023-12-01 13:00:00,327.01,5598.36,5651.0,1950.0,100.0,1.0,3701.0,1950.0,386.66
18,2023-12-01 14:00:00,327.46,5645.47,5705.0,2101.0,100.0,1.0,3604.0,2101.0,390.56
19,2023-12-01 15:00:00,321.08,5496.82,5554.0,1878.0,100.0,1.0,3676.0,1878.0,387.77
20,2023-12-01 16:00:00,338.24,5831.3,5889.0,1965.0,100.0,1.0,3924.0,1965.0,391.8
21,2023-12-01 17:00:00,321.11,5497.38,5548.0,1870.0,100.0,1.0,3678.0,1870.0,389.88
22,2023-12-01 18:00:00,307.42,5299.84,5357.0,1734.0,100.0,1.0,3623.0,1734.0,393.92
23,2023-12-01 19:00:00,305.45,5229.33,5281.0,1665.0,100.0,1.0,3616.0,1665.0,391.72
24,2023-12-01 20:00:00,314.18,5416.44,5475.0,2098.0,93.0,1.0,3377.0,2098.0,396.02
25,2023-12-01 21:00:00,343.8,5885.93,5940.0,2268.0,100.0,1.0,3672.0,2268.0,396.93
26,2023-12-01 22:00:00,333.11,5742.75,5806.0,2364.0,100.0,1.0,3442.0,2364.0,403.83
27,2023-12-01 23:00:00,374.64,6413.91,6468.0,2779.0,100.0,1.0,3689.0,2779.0,403.61
28,2023-12-02 00:00:00,402.63,6941.29,7015.0,2844.0,100.0,1.0,4171.0,2844.0,407.51
29,2023-12-02 01:00:00,319.35,5467.29,5511.0,1802.0,100.0,1.0,3709.0,1802.0,401.92
30,2023-12-02 02:00:00,360.56,6215.98,6282.0,2120.0,100.0,1.0,4162.0,2120.0,404.38
31,2023-12-02 03:00:00,432.26,7400.35,7469.0,2616.0,100.0,1.0,4853.0,2616.0,403.12
32,2023-12-02 04:00:00,453.5,7818.41,7899.0,2993.0,93.0,1.0,4906.0,2993.0,407.58
33,2023-12-02 05:00:00,432.75,7408.67,7480.0,2847.0,100.0,1.0,4633.0,2847.0,404.59
34,2023-12-02 06:00:00,453.81,7823.72,7896.0,2957.0,100.0,1.0,4939.0,2957.0,406.45
35,2023-12-02 07:00:00,428.85,7341.86,7403.0,2750.0,100.0,1.0,4653.0,2750.0,400.7
36,2023-12-02 08:00:00,375.82,6479.11,6543.0,2185.0,100.0,1.0,4358.0,2185.0,400.21
37,2023-12-02 09:00:00,377.32,6459.8,6518.0,2107.0,100.0,1.0,4411.0,2107.0,395.54
38,2023-12-02 10:00:00,342.38,5902.55,5960.0,1765.0,100.0,1.0,4195.0,1765.0,396.18
39,2023-12-02 11:00:00,352.38,6032.79,6088.0,2108.0,93.0,1.0,3980.0,2108.0,392.62
40,2023-12-02 12:00:00,333.6,5751.26,5804.0,1761.0,100.0,1.0,4043.0,1761.0,394.31
41,2023-12-02 13:00:00,321.87,5510.43,5558.0,1898.0,100.0,1.0,3660.0,1898.0,390.13
42,2023-12-02 14:00:00,338.99,5844.22,5898.0,1940.0,100.0,1.0,3958.0,1940.0,391.26
43,2023-12-02 15:00:00,363.68,6226.14,6285.0,2138.0,100.0,1.0,4147.0,2138.0,389.44
44,2023-12-02 16:00:00,383.53,6612.05,6674.0,2235.0,100.0,1.0,4439.0,2235.0,392.34
45,2023-12-02 17:00:00,395.06,6763.38,6817.0,2251.0,100.0,1.0,4566.0,2251.0,389.57
46,2023-12-02 18:00:00,356.68,6149.14,6211.0,1799.0,100.0,1.0,4412.0,1799.0,391.73
47,2023-12-02 19:00:00,328.33,5621.08,5673.0,1491.0,100.0,1.0,4182.0,1491.0,388.29
48,2023-12-02 20:00:00,340.28,5866.37,5923.0,1493.0,93.0,1.0,4430.0,1493.0,390.69
49,2023-12-02 21:00:00,327.07,5599.39,5650.0,1346.0,100.0,1.0,4304.0,1346.0,387.01
50,2023-12-02 22:00:00,326.56,5629.9,5685.0,1387.0,100.0,1.0,4298.0,1387.0,389.61
51,2023-12-02 23:00:00,354.49,6068.83,6123.0,1754.0,100.0,1.0,4369.0,1754.0,386.84
52,2023-12-03 00:00:00,289.25,4986.61,5039.0,1190.0,100.0,1.0,3849.0,1190.0,388.73
53,2023-12-03 01:00:00,270.42,4629.55,4675.0,1031.0,100.0,1.0,3644.0,1031.0,385.82
54,2023-12-03 02:00:00,285.0,4913.42,4962.0,1033.0,100.0,1.0,3929.0,1033.0,388.81
55,2023-12-03 03:00:00,307.3,5260.97,5312.0,1387.0,100.0,1.0,3925.0,1387.0,388.09
56,2023-12-03 04:00:00,335.37,5781.82,5842.0,1607.0,100.0,1.0,4235.0,1607.0,393.51
57,2023-12-03 05:00:00,321.11,5497.33,5547.0,1533.0,100.0,1.0,4014.0,1533.0,390.79
58,2023-12-03 06:00:00,320.14,5519.14,5573.0,1525.0,100.0,1.0,4048.0,1525.0,393.19
59,2023-12-03 07:00:00,316.01,5410.17,5462.0,1509.0,100.0,1.0,3953.0,1509.0,389.85
60,2023-12-03 08:00:00,360.53,6215.61,6277.0,1749.0,93.0,1.0,4528.0,1749.0,394.35
61,2023-12-03 09:00:00,350.99,6008.97,6065.0,2056.0,100.0,1.0,4009.0,2056.0,395.16
62,2023-12-03 10:00:00,387.63,6682.7,6750.0,2369.0,100.0,1.0,4381.0,2369.0,400.68
63,2023-12-03 11:00:00,362.75,6210.36,6269.0,2059.0,100.0,1.0,4210.0,2059.0,395.71
64,2023-12-03 12:00:00,410.56,7078.06,7151.0,2708.0,100.0,1.0,4443.0,2708.0,396.74
65,2023-12-03 13:00:00,300.15,5138.59,5185.0,1444.0,100.0,1.0,3741.0,1444.0,391.29
66,2023-12-03 14:00:00,248.92,4291.44,4337.0,1067.0,100.0,1.0,3270.0,1067.0,391.59
67,2023-12-03 15:00:00,246.73,4223.98,4267.0,957.0,100.0,1.0,3310.0,957.0,385.24
68,2023-12-03 16:00:00,229.78,3961.42,4004.0,891.0,100.0,1.0,3113.0,891.0,386.65
69,2023-12-03 17:00:00,232.88,3986.89,4026.0,809.0,100.0,1.0,3217.0,809.0,383.52
70,2023-12-03 18:00:00,227.42,3920.78,3963.0,874.0,100.0,1.0,3089.0,874.0,387.11
71,2023-12-03 19:00:00,237.74,4070.11,4111.0,965.0,100.0,1.0,3146.0,965.0,385.69
72,2023-12-03 20:00:00,268.19,4623.62,4669.0,1092.0,100.0,1.0,3577.0,1092.0,389.18
73,2023-12-03 21:00:00,270.66,4633.75,4677.0,1337.0,93.0,1.0,3340.0,1337.0,386.59
74,2023-12-03 22:00:00,250.15,4312.61,4358.0,1154.0,100.0,1.0,3204.0,1154.0,390.47
75,2023-12-03 23:00:00,244.53,4186.27,4223.0,1100.0,100.0,1.0,3123.0,1100.0,387.53
76,2023-12-04 00:00:00,241.2,4158.33,4197.0,945.0,100.0,1.0,3252.0,945.0,389.39
77,2023-12-04 01:00:00,238.16,4077.32,4114.0,819.0,100.0,1.0,3295.0,819.0,385.0
78,2023-12-04 02:00:00,242.74,4184.88,4226.0,880.0,100.0,1.0,3346.0,880.0,387.32
79,2023-12-04 03:00:00,239.27,4096.33,4133.0,781.0,100.0,1.0,3352.0,781.0,384.16
80,2023-12-04 04:00:00,260.7,4494.39,4537.0,1053.0,100.0,1.0,3484.0,1053.0,387.93
81,2023-12-04 05:00:00,253.69,4343.12,4380.0,1120.0,100.0,1.0,3260.0,1120.0,386.17
82,2023-12-04 06:00:00,312.39,5385.63,5438.0,1347.0,100.0,1.0,4091.0,1347.0,390.3
83,2023-12-04 07:00:00,300.79,5149.47,5192.0,1429.0,100.0,1.0,3763.0,1429.0,387.86
84,2023-12-04 08:00:00,321.67,5545.63,5598.0,1555.0,100.0,1.0,4043.0,1555.0,392.74
85,2023-12-04 09:00:00,313.17,5361.47,5405.0,1568.0,100.0,1.0,3837.0,1568.0,390.94
86,2023-12-04 10:00:00,301.9,5204.71,5255.0,1426.0,100.0,1.0,3829.0,1426.0,394.49
87,2023-12-04 11:00:00,321.91,5511.16,5559.0,1721.0,100.0,1.0,3838.0,1721.0,393.56
88,2023-12-04 12:00:00,327.86,5652.38,5709.0,1708.0,93.0,1.0,4001.0,1708.0,398.93
89,2023-12-04 13:00:00,346.91,5939.16,5987.0,1876.0,100.0,1.0,4111.0,1876.0,397.61
90,2023-12-04 14:00:00,331.12,5708.58,5762.0,1785.0,100.0,1.0,3977.0,1785.0,402.0
91,2023-12-04 15:00:00,296.53,5076.53,5115.0,1558.0,100.0,1.0,3557.0,1558.0,380.19
92,2023-12-04 16:00:00,287.58,4957.93,5010.0,1287.0,100.0,1.0,3723.0,1287.0,405.08
93,2023-12-04 17:00:00,278.56,4769.02,4819.0,1339.0,100.0,1.0,3480.0,1339.0,399.45
94,2023-12-04 18:00:00,307.1,5294.45,5347.0,1601.0,100.0,1.0,3746.0,1601.0,398.14
95,2023-12-04 19:00:00,322.02,5513.01,5562.0,1896.0,100.0,1.0,3666.0,1896.0,396.08
96,2023-12-04 20:00:00,288.17,4968.07,5012.0,1478.0,100.0,1.0,3534.0,1478.0,398.9
97,2023-12-04 21:00:00,256.33,4388.43,4422.0,1280.0,100.0,1.0,3142.0,1280.0,394.4
98,2023-12-04 22:00:00,265.62,4579.34,4628.0,1293.0,100.0,1.0,3335.0,1293.0,397.09
99,2023-12-04 23:00:00,303.47,5195.37,5241.0,1583.0,100.0,1.0,3658.0,1583.0,395.06
100,2023-12-05 00:00:00,304.39,5247.77,5299.0,1729.0,93.0,1.0,3570.0,1729.0,399.36
101,2023-12-05 01:00:00,233.04,3989.7,4023.0,1020.0,100.0,1.0,3003.0,1020.0,395.26
102,2023-12-05 02:00:00,239.46,4128.27,4169.0,994.0,100.0,1.0,3175.0,994.0,397.56
103,2023-12-05 03:00:00,260.82,4465.22,4507.0,1149.0,100.0,1.0,3358.0,1149.0,394.65
104,2023-12-05 04:00:00,266.13,4588.08,4635.0,1453.0,100.0,1.0,3182.0,1453.0,399.53
105,2023-12-05 05:00:00,279.56,4786.08,4830.0,1714.0,100.0,1.0,3116.0,1714.0,397.85
106,2023-12-05 06:00:00,303.84,5238.2,5289.0,2272.0,100.0,1.0,3017.0,2272.0,405.21
107,2023-12-05 07:00:00,329.57,5642.16,5692.0,2275.0,100.0,1.0,3417.0,2275.0,406.58
