,EndTimeUTC,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2
0,2023-09-30 20:00:00,391.56,6703.51,6767.0,1916.0,100.0,1.0,4851.0,1916.0,371.33
1,2023-09-30 21:00:00,368.83,6358.67,6423.0,1610.0,100.0,1.0,4813.0,1610.0,374.24
2,2023-09-30 22:00:00,345.45,5914.04,5972.0,1378.0,100.0,1.0,4594.0,1378.0,372.0
3,2023-09-30 23:00:00,319.79,5513.25,5572.0,1212.0,100.0,1.0,4360.0,1212.0,374.48
4,2023-10-01 00:00:00,305.72,5233.89,5280.0,1117.0,100.0,1.0,4163.0,1117.0,371.78
5,2023-10-01 01:00:00,311.06,5362.67,5412.0,1097.0,100.0,1.0,4315.0,1097.0,374.26
6,2023-10-01 02:00:00,287.18,4916.54,4961.0,1025.0,100.0,1.0,3936.0,1025.0,372.13
7,2023-10-01 03:00:00,295.14,5088.17,5139.0,1031.0,100.0,1.0,4108.0,1031.0,375.34
8,2023-10-01 04:00:00,294.68,5044.92,5091.0,1131.0,100.0,1.0,3960.0,1131.0,374.24
9,2023-10-01 05:00:00,311.43,5369.1,5423.0,1245.0,100.0,1.0,4178.0,1245.0,378.37
10,2023-10-01 06:00:00,315.33,5398.41,5445.0,1379.0,100.0,1.0,4066.0,1379.0,377.26
11,2023-10-01 07:00:00,324.04,5586.47,5642.0,1405.0,93.0,1.0,4237.0,1405.0,383.22
12,2023-10-01 08:00:00,229.41,3927.48,3962.0,1118.0,100.0,1.0,2844.0,1118.0,379.42
13,2023-10-01 09:00:00,218.77,3771.53,3808.0,955.0,100.0,1.0,2853.0,955.0,380.83
14,2023-10-01 10:00:00,193.44,3311.7,3340.0,622.0,100.0,1.0,2718.0,622.0,370.97
15,2023-10-01 11:00:00,165.75,2857.57,2888.0,407.0,100.0,1.0,2481.0,407.0,369.68
16,2023-10-01 12:00:00,180.7,3093.62,3124.0,415.0,100.0,1.0,2709.0,415.0,361.78
17,2023-10-01 13:00:00,176.75,3047.2,3076.0,464.0,100.0,1.0,2612.0,464.0,363.65
18,2023-10-01 14:00:00,188.63,3229.4,3261.0,428.0,100.0,1.0,2833.0,428.0,359.94
19,2023-10-01 15:00:00,206.66,3562.79,3597.0,618.0,100.0,1.0,2979.0,618.0,365.09
20,2023-10-01 16:00:00,183.02,3133.38,3162.0,562.0,100.0,1.0,2600.0,562.0,362.31
21,2023-10-01 17:00:00,170.35,2936.84,2967.0,573.0,100.0,1.0,2394.0,573.0,367.36
22,2023-10-01 18:00:00,162.6,2783.7,2810.0,553.0,100.0,1.0,2257.0,553.0,363.66
23,2023-10-01 19:00:00,165.93,2860.6,2888.0,599.0,100.0,1.0,2289.0,599.0,368.33
24,2023-10-01 20:00:00,184.69,3161.82,3192.0,634.0,100.0,1.0,2558.0,634.0,364.63
25,2023-10-01 21:00:00,169.87,2928.5,2957.0,589.0,100.0,1.0,2368.0,589.0,369.91
26,2023-10-01 22:00:00,160.07,2740.36,2765.0,581.0,100.0,1.0,2184.0,581.0,367.13
27,2023-10-01 23:00:00,168.2,2899.72,2929.0,589.0,100.0,1.0,2340.0,589.0,372.95
28,2023-10-02 00:00:00,172.81,2958.59,2985.0,597.0,100.0,1.0,2388.0,597.0,371.01
29,2023-10-02 01:00:00,161.13,2777.94,2804.0,592.0,100.0,1.0,2212.0,592.0,376.84
30,2023-10-02 02:00:00,156.24,2674.82,2701.0,571.0,100.0,1.0,2130.0,571.0,372.86
31,2023-10-02 03:00:00,146.91,2532.75,2558.0,450.0,100.0,1.0,2108.0,450.0,377.16
32,2023-10-02 04:00:00,136.01,2328.57,2349.0,476.0,100.0,1.0,1873.0,476.0,373.03
33,2023-10-02 05:00:00,148.9,2567.08,2591.0,676.0,100.0,1.0,1915.0,676.0,378.01
34,2023-10-02 06:00:00,138.5,2371.16,2394.0,640.0,100.0,1.0,1754.0,640.0,373.68
35,2023-10-02 07:00:00,153.17,2640.61,2664.0,819.0,100.0,1.0,1845.0,819.0,376.61
36,2023-10-02 08:00:00,159.35,2728.08,2756.0,875.0,100.0,1.0,1881.0,875.0,375.14
37,2023-10-02 09:00:00,140.92,2429.53,2453.0,709.0,100.0,1.0,1744.0,709.0,377.06
38,2023-10-02 10:00:00,164.16,2810.49,2840.0,986.0,100.0,1.0,1854.0,986.0,373.72
39,2023-10-02 11:00:00,165.01,2844.81,2874.0,821.0,100.0,1.0,2053.0,821.0,373.26
40,2023-10-02 12:00:00,170.89,2925.58,2955.0,898.0,93.0,1.0,2057.0,898.0,369.65
41,2023-10-02 13:00:00,185.78,3202.93,3237.0,1015.0,100.0,1.0,2222.0,1015.0,369.25
42,2023-10-02 14:00:00,213.96,3662.98,3697.0,1154.0,100.0,1.0,2543.0,1154.0,367.99
43,2023-10-02 15:00:00,249.04,4293.51,4336.0,1243.0,100.0,1.0,3093.0,1243.0,369.98
44,2023-10-02 16:00:00,236.93,4056.22,4095.0,1564.0,100.0,1.0,2531.0,1564.0,370.84
45,2023-10-02 17:00:00,233.42,4024.16,4064.0,1357.0,100.0,1.0,2707.0,1357.0,374.26
46,2023-10-02 18:00:00,230.91,3953.26,3986.0,1360.0,100.0,1.0,2626.0,1360.0,373.42
47,2023-10-02 19:00:00,225.65,3890.2,3928.0,1257.0,100.0,1.0,2671.0,1257.0,375.08
48,2023-10-02 20:00:00,200.03,3424.52,3455.0,898.0,100.0,1.0,2557.0,898.0,373.21
49,2023-10-02 21:00:00,182.09,3139.22,3171.0,666.0,100.0,1.0,2505.0,666.0,373.95
50,2023-10-02 22:00:00,163.69,2802.38,2827.0,479.0,100.0,1.0,2348.0,479.0,372.5
51,2023-10-02 23:00:00,149.89,2584.05,2611.0,423.0,100.0,1.0,2188.0,423.0,373.38
52,2023-10-03 00:00:00,149.76,2563.9,2585.0,323.0,100.0,1.0,2262.0,323.0,372.36
53,2023-10-03 01:00:00,151.88,2618.39,2646.0,477.0,100.0,1.0,2169.0,477.0,374.15
54,2023-10-03 02:00:00,154.37,2642.76,2665.0,420.0,100.0,1.0,2245.0,420.0,374.03
55,2023-10-03 03:00:00,150.83,2600.31,2627.0,336.0,100.0,1.0,2291.0,336.0,375.78
56,2023-10-03 04:00:00,153.28,2624.24,2649.0,565.0,100.0,1.0,2084.0,565.0,377.04
57,2023-10-03 05:00:00,180.7,3115.33,3147.0,1413.0,100.0,1.0,1734.0,1413.0,382.38
58,2023-10-03 06:00:00,210.14,3597.63,3630.0,1507.0,100.0,1.0,2123.0,1507.0,377.69
59,2023-10-03 07:00:00,259.98,4481.97,4523.0,2048.0,100.0,1.0,2475.0,2048.0,379.59
60,2023-10-03 08:00:00,219.77,3762.5,3794.0,1265.0,93.0,1.0,2529.0,1265.0,377.13
61,2023-10-03 09:00:00,197.57,3406.15,3439.0,882.0,100.0,1.0,2557.0,882.0,375.64
62,2023-10-03 10:00:00,186.5,3192.87,3224.0,606.0,100.0,1.0,2618.0,606.0,369.84
63,2023-10-03 11:00:00,200.76,3461.05,3496.0,618.0,100.0,1.0,2878.0,618.0,368.51
64,2023-10-03 12:00:00,201.86,3455.77,3489.0,630.0,100.0,1.0,2859.0,630.0,366.06
65,2023-10-03 13:00:00,260.12,4484.4,4534.0,612.0,100.0,1.0,3922.0,612.0,365.03
66,2023-10-03 14:00:00,222.46,3808.6,3845.0,515.0,100.0,1.0,3330.0,515.0,362.84
