,EndTimeUTC,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2
0,2023-12-31 20:00:00,596.25,10279.41,10374.0,444.0,100.0,1.0,9930.0,444.0,375.82
1,2023-12-31 21:00:00,276.9,4740.57,4778.0,297.0,100.0,1.0,4481.0,297.0,371.74
2,2023-12-31 22:00:00,222.55,3836.84,3870.0,260.0,100.0,1.0,3610.0,260.0,373.45
3,2023-12-31 23:00:00,340.12,5822.79,5872.0,2301.0,100.0,1.0,3571.0,2301.0,370.61
4,2024-01-01 00:00:00,206.36,3557.67,3587.0,539.0,100.0,1.0,3048.0,539.0,373.95
5,2024-01-01 01:00:00,185.6,3177.52,3202.0,286.0,100.0,1.0,2916.0,286.0,371.55
6,2024-01-01 02:00:00,182.98,3154.58,3182.0,281.0,100.0,1.0,2901.0,281.0,375.37
7,2024-01-01 03:00:00,201.2,3444.47,3475.0,330.0,93.0,1.0,3145.0,330.0,372.93
8,2024-01-01 04:00:00,203.42,3506.94,3537.0,312.0,100.0,1.0,3225.0,312.0,377.09
9,2024-01-01 05:00:00,257.55,4409.19,4448.0,321.0,100.0,1.0,4127.0,321.0,383.38
10,2024-01-01 06:00:00,246.63,4251.95,4300.0,356.0,100.0,1.0,3944.0,356.0,387.85
11,2024-01-01 07:00:00,436.65,7475.46,7549.0,378.0,100.0,1.0,7171.0,378.0,380.98
12,2024-01-01 08:00:00,396.82,6841.12,6915.0,333.0,100.0,1.0,6582.0,333.0,380.68
13,2024-01-01 09:00:00,275.8,4721.66,4766.0,335.0,100.0,1.0,4431.0,335.0,376.83
14,2024-01-01 10:00:00,207.34,3574.55,3608.0,329.0,100.0,1.0,3279.0,329.0,379.1
15,2024-01-01 11:00:00,215.21,3684.32,3717.0,360.0,100.0,1.0,3357.0,360.0,375.77
16,2024-01-01 12:00:00,242.77,4185.31,4231.0,398.0,100.0,1.0,3833.0,398.0,383.21
17,2024-01-01 13:00:00,275.72,4720.24,4772.0,472.0,100.0,1.0,4300.0,472.0,386.51
18,2024-01-01 14:00:00,326.03,5620.68,5684.0,729.0,100.0,1.0,4955.0,729.0,386.09
19,2024-01-01 15:00:00,242.2,4146.55,4191.0,530.0,100.0,1.0,3661.0,530.0,381.02
