,EndTimeUTC,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2
0,2023-08-31 20:00:00,351.67,6020.62,6075.0,2329.0,100.0,1.0,3746.0,2329.0,366.54
1,2023-08-31 21:00:00,310.04,5345.01,5397.0,1758.0,93.0,1.0,3639.0,1758.0,370.89
2,2023-08-31 22:00:00,308.83,5287.19,5334.0,1822.0,100.0,1.0,3512.0,1822.0,370.58
3,2023-08-31 23:00:00,341.95,5895.24,5948.0,2291.0,100.0,1.0,3657.0,2291.0,376.63
4,2023-09-01 00:00:00,309.96,5306.59,5354.0,2054.0,100.0,1.0,3300.0,2054.0,378.87
5,2023-09-01 01:00:00,330.78,5702.59,5753.0,2132.0,100.0,1.0,3621.0,2132.0,388.45
6,2023-09-01 02:00:00,318.2,5447.57,5497.0,2291.0,100.0,1.0,3206.0,2291.0,389.83
7,2023-09-01 03:00:00,331.97,5723.19,5778.0,2427.0,100.0,1.0,3351.0,2427.0,397.65
8,2023-09-01 04:00:00,347.49,5949.06,6000.0,2659.0,100.0,1.0,3341.0,2659.0,391.17
9,2023-09-01 05:00:00,819.8,14133.31,14280.0,4560.0,93.0,1.0,9720.0,4560.0,394.28
10,2023-09-01 06:00:00,511.1,8750.01,8834.0,3744.0,100.0,1.0,5090.0,3744.0,389.33
11,2023-09-01 07:00:00,668.84,11530.84,11644.0,3435.0,100.0,1.0,8209.0,3435.0,386.41
12,2023-09-01 08:00:00,370.66,6345.64,6399.0,2260.0,100.0,1.0,4139.0,2260.0,378.76
13,2023-09-01 09:00:00,302.85,5221.14,5274.0,1437.0,100.0,1.0,3837.0,1437.0,368.6
14,2023-09-01 10:00:00,269.09,4606.76,4652.0,1085.0,100.0,1.0,3567.0,1085.0,363.44
15,2023-09-01 11:00:00,255.4,4403.18,4447.0,898.0,100.0,1.0,3549.0,898.0,359.95
16,2023-09-01 12:00:00,244.65,4188.43,4225.0,834.0,100.0,1.0,3391.0,834.0,357.35
17,2023-09-01 13:00:00,247.6,4268.65,4314.0,773.0,100.0,1.0,3541.0,773.0,358.03
18,2023-09-01 13:00:00,247.6,4268.65,4314.0,773.0,100.0,1.0,3541.0,773.0,358.03
19,2023-09-01 13:00:00,247.6,4268.65,4314.0,773.0,100.0,1.0,3541.0,773.0,358.03
20,2023-09-01 16:00:00,284.17,4899.01,4957.0,1220.0,100.0,1.0,3737.0,1220.0,365.3
21,2023-09-01 17:00:00,283.74,4857.67,4903.0,1766.0,100.0,1.0,3137.0,1766.0,374.94
22,2023-09-01 18:00:00,348.08,6000.84,6058.0,2645.0,100.0,1.0,3413.0,2645.0,380.85
23,2023-09-01 19:00:00,367.03,6283.55,6338.0,2664.0,100.0,1.0,3674.0,2664.0,382.06
24,2023-09-01 20:00:00,378.86,6531.58,6600.0,2658.0,100.0,1.0,3942.0,2658.0,386.71
25,2023-09-01 21:00:00,349.2,5978.37,6032.0,2237.0,100.0,1.0,3795.0,2237.0,387.15
26,2023-09-01 22:00:00,368.64,6355.28,6419.0,2269.0,100.0,1.0,4150.0,2269.0,392.39
27,2023-09-01 23:00:00,357.19,6115.1,6171.0,2366.0,93.0,1.0,3805.0,2366.0,392.84
28,2023-09-02 00:00:00,365.34,6298.52,6361.0,2079.0,100.0,1.0,4282.0,2079.0,402.84
29,2023-09-02 01:00:00,384.7,6586.02,6645.0,2662.0,100.0,1.0,3983.0,2662.0,407.16
30,2023-09-02 02:00:00,419.61,7234.02,7302.0,3142.0,100.0,1.0,4160.0,3142.0,410.53
31,2023-09-02 03:00:00,422.92,7240.32,7305.0,3096.0,100.0,1.0,4209.0,3096.0,409.48
32,2023-09-02 04:00:00,404.23,6968.88,7039.0,2953.0,100.0,1.0,4086.0,2953.0,404.83
33,2023-09-02 05:00:00,359.35,6152.08,6206.0,2542.0,100.0,1.0,3664.0,2542.0,395.95
34,2023-09-02 06:00:00,390.37,6729.98,6799.0,2720.0,93.0,1.0,4079.0,2720.0,392.32
35,2023-09-02 07:00:00,429.73,7356.9,7427.0,3608.0,100.0,1.0,3819.0,3608.0,389.62
36,2023-09-02 08:00:00,489.28,8435.11,8521.0,4609.0,100.0,1.0,3912.0,4609.0,394.11
37,2023-09-02 09:00:00,453.76,7768.36,7835.0,3859.0,100.0,1.0,3976.0,3859.0,394.25
38,2023-09-02 10:00:00,478.56,8250.35,8336.0,4066.0,100.0,1.0,4270.0,4066.0,397.67
39,2023-09-02 11:00:00,507.39,8686.45,8774.0,4390.0,93.0,1.0,4384.0,4390.0,396.94
40,2023-09-02 12:00:00,496.53,8560.15,8649.0,4417.0,100.0,1.0,4232.0,4417.0,398.45
41,2023-09-02 13:00:00,500.11,8561.89,8644.0,4427.0,100.0,1.0,4217.0,4427.0,400.3
42,2023-09-02 14:00:00,613.16,10570.81,10681.0,5884.0,100.0,1.0,4797.0,5884.0,406.75
43,2023-09-02 15:00:00,568.73,9736.59,9825.0,5962.0,93.0,1.0,3863.0,5962.0,408.88
44,2023-09-02 16:00:00,498.83,8599.79,8689.0,5030.0,100.0,1.0,3659.0,5030.0,418.37
45,2023-09-02 17:00:00,509.55,8723.45,8805.0,5165.0,100.0,1.0,3640.0,5165.0,408.45
46,2023-09-02 18:00:00,325.92,5618.86,5677.0,2477.0,100.0,1.0,3200.0,2477.0,401.65
47,2023-09-02 19:00:00,206.65,3537.85,3569.0,1217.0,100.0,1.0,2352.0,1217.0,389.79
48,2023-09-02 20:00:00,206.21,3555.14,3583.0,1328.0,100.0,1.0,2255.0,1328.0,388.01
49,2023-09-02 21:00:00,205.04,3510.25,3547.0,1274.0,100.0,1.0,2273.0,1274.0,380.48
50,2023-09-02 22:00:00,198.55,3423.08,3457.0,914.0,100.0,1.0,2543.0,914.0,378.38
51,2023-09-02 23:00:00,208.25,3565.32,3592.0,1078.0,93.0,1.0,2514.0,1078.0,380.45
52,2023-09-03 00:00:00,212.15,3657.46,3695.0,1049.0,100.0,1.0,2646.0,1049.0,383.85
53,2023-09-03 01:00:00,210.49,3603.64,3636.0,1161.0,100.0,1.0,2475.0,1161.0,384.78
54,2023-09-03 02:00:00,227.3,3918.71,3957.0,1444.0,100.0,1.0,2513.0,1444.0,389.15
55,2023-09-03 03:00:00,202.98,3475.07,3504.0,1206.0,100.0,1.0,2298.0,1206.0,392.59
56,2023-09-03 04:00:00,198.46,3421.52,3458.0,1097.0,100.0,1.0,2361.0,1097.0,390.12
57,2023-09-03 05:00:00,195.96,3354.8,3387.0,1297.0,100.0,1.0,2090.0,1297.0,385.91
58,2023-09-03 06:00:00,224.35,3867.81,3905.0,1731.0,100.0,1.0,2174.0,1731.0,379.92
59,2023-09-03 07:00:00,202.04,3458.86,3487.0,1270.0,100.0,1.0,2217.0,1270.0,374.26
60,2023-09-03 08:00:00,193.48,3335.61,3371.0,973.0,100.0,1.0,2398.0,973.0,368.75
61,2023-09-03 09:00:00,178.98,3064.2,3096.0,689.0,100.0,1.0,2407.0,689.0,359.2
62,2023-09-03 10:00:00,176.35,3040.25,3071.0,664.0,100.0,1.0,2407.0,664.0,359.91
63,2023-09-03 11:00:00,172.2,2948.04,2977.0,684.0,100.0,1.0,2293.0,684.0,355.22
64,2023-09-03 12:00:00,215.72,3718.93,3762.0,818.0,100.0,1.0,2944.0,818.0,357.65
65,2023-09-03 13:00:00,201.95,3457.3,3493.0,848.0,100.0,1.0,2645.0,848.0,351.79
66,2023-09-03 14:00:00,207.29,3573.71,3610.0,801.0,100.0,1.0,2809.0,801.0,355.54
67,2023-09-03 15:00:00,186.66,3195.7,3229.0,885.0,100.0,1.0,2344.0,885.0,353.58
68,2023-09-03 16:00:00,235.18,4054.49,4098.0,1095.0,100.0,1.0,3003.0,1095.0,364.45
69,2023-09-03 17:00:00,224.66,3846.1,3884.0,1324.0,93.0,1.0,2560.0,1324.0,368.84
70,2023-09-03 18:00:00,262.2,4520.29,4562.0,1788.0,100.0,1.0,2774.0,1788.0,377.43
71,2023-09-03 19:00:00,270.7,4634.44,4673.0,1836.0,100.0,1.0,2837.0,1836.0,375.75
72,2023-09-03 20:00:00,323.71,5580.73,5629.0,2685.0,100.0,1.0,2944.0,2685.0,387.14
73,2023-09-03 21:00:00,367.82,6297.01,6356.0,3396.0,100.0,1.0,2960.0,3396.0,396.68
