,EndTimeUTC,TCcounts,TCmass,TCconc,AE33_BC6,AE33_ValidData,AE33_b,OC,EC,CO2
0,2023-10-31 20:00:00,331.98,5683.47,5736.0,2065.0,100.0,1.0,3671.0,2065.0,395.19
1,2023-10-31 21:00:00,333.05,5741.84,5803.0,1804.0,100.0,1.0,3999.0,1804.0,396.4
2,2023-10-31 22:00:00,321.34,5501.33,5555.0,1553.0,100.0,1.0,4002.0,1553.0,390.6
3,2023-10-31 23:00:00,313.73,5408.77,5466.0,1235.0,100.0,1.0,4231.0,1235.0,393.19
4,2023-11-01 00:00:00,306.31,5243.96,5293.0,1087.0,100.0,1.0,4206.0,1087.0,387.56
5,2023-11-01 01:00:00,304.87,5255.97,5311.0,1033.0,100.0,1.0,4278.0,1033.0,389.94
6,2023-11-01 02:00:00,296.08,5068.83,5118.0,1026.0,100.0,1.0,4092.0,1026.0,384.86
7,2023-11-01 03:00:00,296.92,5118.96,5173.0,992.0,100.0,1.0,4181.0,992.0,387.46
8,2023-11-01 04:00:00,265.09,4538.33,4580.0,1104.0,95.0,1.0,3476.0,1104.0,382.44
9,2023-11-01 05:00:00,264.71,4563.62,4608.0,1169.0,100.0,1.0,3439.0,1169.0,382.51
10,2023-11-01 06:00:00,290.51,4973.47,5018.0,1399.0,100.0,1.0,3619.0,1399.0,382.1
11,2023-11-01 07:00:00,272.89,4704.68,4751.0,1541.0,100.0,1.0,3210.0,1541.0,386.2
12,2023-11-01 08:00:00,260.19,4454.47,4497.0,1363.0,100.0,1.0,3134.0,1363.0,381.44
13,2023-11-01 09:00:00,258.71,4460.23,4507.0,1322.0,100.0,1.0,3185.0,1322.0,384.1
14,2023-11-01 10:00:00,246.01,4211.76,4254.0,1319.0,100.0,1.0,2935.0,1319.0,378.1
15,2023-11-01 11:00:00,227.67,3924.96,3969.0,1089.0,100.0,1.0,2880.0,1089.0,380.91
16,2023-11-01 12:00:00,228.51,3912.04,3949.0,1010.0,100.0,1.0,2939.0,1010.0,374.27
17,2023-11-01 13:00:00,241.89,4170.1,4211.0,1451.0,100.0,1.0,2760.0,1451.0,379.7
18,2023-11-01 14:00:00,282.79,4841.39,4883.0,1949.0,100.0,1.0,2934.0,1949.0,377.26
19,2023-11-01 15:00:00,287.86,4962.76,5017.0,2006.0,100.0,1.0,3011.0,2006.0,382.8
20,2023-11-01 16:00:00,302.13,5172.55,5224.0,1590.0,100.0,1.0,3634.0,1590.0,376.91
21,2023-11-01 17:00:00,315.6,5440.89,5498.0,1977.0,95.0,1.0,3521.0,1977.0,385.55
22,2023-11-01 18:00:00,354.6,6070.71,6129.0,2492.0,100.0,1.0,3637.0,2492.0,382.14
23,2023-11-01 19:00:00,306.22,5279.26,5335.0,1720.0,100.0,1.0,3615.0,1720.0,385.04
24,2023-11-01 20:00:00,266.78,4567.28,4610.0,1447.0,100.0,1.0,3163.0,1447.0,379.72
25,2023-11-01 21:00:00,252.49,4352.87,4396.0,1287.0,100.0,1.0,3109.0,1287.0,383.61
26,2023-11-01 22:00:00,246.41,4218.5,4256.0,1140.0,100.0,1.0,3116.0,1140.0,379.07
27,2023-11-01 23:00:00,236.99,4085.68,4123.0,1036.0,100.0,1.0,3087.0,1036.0,383.91
28,2023-11-02 00:00:00,229.23,3924.35,3960.0,967.0,100.0,1.0,2993.0,967.0,379.53
29,2023-11-02 01:00:00,240.82,4151.71,4195.0,1118.0,100.0,1.0,3077.0,1118.0,385.79
30,2023-11-02 02:00:00,258.57,4426.7,4468.0,1346.0,100.0,1.0,3122.0,1346.0,387.38
31,2023-11-02 03:00:00,226.6,3906.6,3946.0,1142.0,100.0,1.0,2804.0,1142.0,396.69
32,2023-11-02 04:00:00,166.15,2844.42,2868.0,532.0,100.0,1.0,2336.0,532.0,386.01
33,2023-11-02 05:00:00,157.36,2712.85,2738.0,546.0,100.0,1.0,2192.0,546.0,388.89
34,2023-11-02 06:00:00,181.36,3104.87,3133.0,795.0,100.0,1.0,2338.0,795.0,384.4
35,2023-11-02 07:00:00,194.87,3359.61,3394.0,918.0,100.0,1.0,2476.0,918.0,390.69
36,2023-11-02 08:00:00,186.68,3195.98,3230.0,868.0,100.0,1.0,2362.0,868.0,385.13
37,2023-11-02 09:00:00,168.41,2903.34,2933.0,623.0,93.0,1.0,2310.0,623.0,382.33
38,2023-11-02 10:00:00,161.03,2756.88,2780.0,741.0,100.0,1.0,2039.0,741.0,377.58
39,2023-11-02 11:00:00,168.8,2910.17,2935.0,876.0,100.0,1.0,2059.0,876.0,381.3
