,datetime,CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2
0,2023-12-01 00:00:00,1.45,0.0,0.0,0.021,0.0308,0.01,0.009,0.0015
1,2023-12-01 00:00:00,1.45,,0.0,0.021,0.0308,0.01,0.009,0.0015
2,2023-12-01 01:00:00,1.45,0.0,0.0,0.014,0.0388,0.009,0.007,0.0016
3,2023-12-01 01:00:00,1.45,,0.0,0.014,0.0388,0.009,0.007,0.0016
4,2023-12-01 02:00:00,1.44,,0.0,0.01,0.0448,0.007,0.006,0.0016
5,2023-12-01 02:00:00,1.44,0.0,0.0,0.01,0.0448,0.007,0.006,0.0016
6,2023-12-01 03:00:00,1.43,0.23,0.0,0.009,0.0459,0.008,0.007,0.0016
7,2023-12-01 03:00:00,1.43,,0.0,0.009,0.0459,0.008,0.007,0.0016
8,2023-12-01 04:00:00,1.44,,0.0,0.009,0.0488,0.007,0.007,0.0015
9,2023-12-01 04:00:00,1.44,0.23,0.0,0.009,0.0488,0.007,0.007,0.0015
10,2023-12-01 05:00:00,1.44,,0.0,0.009,0.0484,0.009,0.008,0.0018
11,2023-12-01 05:00:00,1.44,0.27,0.0,0.009,0.0484,0.009,0.008,0.0018
12,2023-12-01 06:00:00,1.46,,0.0,0.016,0.0397,0.011,0.01,0.0018
13,2023-12-01 06:00:00,1.46,0.3,0.0,0.016,0.0397,0.011,0.01,0.0018
14,2023-12-01 07:00:00,1.44,,0.001,0.016,0.0387,0.011,0.009,0.0017
15,2023-12-01 07:00:00,1.44,0.3,0.001,0.016,0.0387,0.011,0.009,0.0017
16,2023-12-01 08:00:00,1.44,0.3,0.0,0.023,0.0317,0.014,0.011,0.0015
17,2023-12-01 08:00:00,1.44,,0.0,0.023,0.0317,0.014,0.011,0.0015
18,2023-12-01 09:00:00,1.44,0.3,0.001,0.031,0.0256,0.015,0.011,0.0015
19,2023-12-01 09:00:00,1.44,,0.001,0.031,0.0256,0.015,0.011,0.0015
20,2023-12-01 10:00:00,1.44,0.3,0.003,0.028,0.0318,0.014,0.011,0.0018
21,2023-12-01 11:00:00,1.45,0.37,0.004,0.027,0.0308,0.014,0.012,0.002
22,2023-12-01 12:00:00,1.45,0.3,0.002,0.024,0.0297,0.015,0.012,0.0019
23,2023-12-01 13:00:00,1.45,0.33,0.004,0.026,0.0285,0.015,0.012,0.0022
24,2023-12-01 14:00:00,1.46,0.37,0.006,0.035,0.0191,0.015,0.013,0.0023
25,2023-12-01 15:00:00,1.46,0.1,0.009,0.044,0.012,0.017,0.013,0.0024
26,2023-12-01 16:00:00,1.47,0.1,0.01,0.052,0.0066,0.017,0.014,0.0022
27,2023-12-01 17:00:00,1.48,0.1,0.011,0.056,0.0032,0.019,0.015,0.0023
28,2023-12-01 18:00:00,1.49,0.1,0.006,0.054,0.0039,0.017,0.014,0.0021
29,2023-12-01 19:00:00,1.53,0.1,0.009,0.056,0.0025,0.018,0.015,0.0022
30,2023-12-01 20:00:00,1.56,0.1,0.011,0.058,0.0021,0.017,0.013,0.0024
31,2023-12-01 21:00:00,1.56,0.1,0.014,0.058,0.0019,0.017,0.012,0.0023
32,2023-12-01 22:00:00,1.56,0.1,0.012,0.058,0.0018,0.016,0.012,0.0022
33,2023-12-01 23:00:00,1.56,0.13,0.028,0.059,0.0017,0.017,0.013,0.0026
34,2023-12-02 00:00:00,1.51,0.2,0.039,0.06,0.0018,0.021,0.015,0.003
35,2023-12-02 01:00:00,1.52,0.3,0.057,0.065,0.0021,0.024,0.016,0.0035
36,2023-12-02 02:00:00,1.52,0.3,0.058,0.066,0.0022,0.025,0.018,0.0034
37,2023-12-02 03:00:00,1.55,0.53,0.057,0.066,0.0021,0.026,0.02,0.0032
38,2023-12-02 04:00:00,1.51,0.4,0.021,0.06,0.002,0.02,0.016,0.0023
39,2023-12-02 05:00:00,1.52,0.43,0.028,0.061,0.0017,0.02,0.016,0.0024
40,2023-12-02 06:00:00,1.55,0.5,0.039,0.063,0.0019,0.025,0.022,0.0028
41,2023-12-02 07:00:00,1.58,0.5,0.039,0.059,0.0019,0.025,0.021,0.003
42,2023-12-02 08:00:00,1.57,0.47,0.034,0.057,0.0017,0.024,0.02,0.0028
43,2023-12-02 09:00:00,1.56,0.5,0.039,0.056,0.0019,0.024,0.02,0.0031
44,2023-12-02 10:00:00,1.52,0.43,0.031,0.05,0.0028,0.026,0.02,0.0027
45,2023-12-02 11:00:00,1.5,0.4,0.019,0.041,0.0059,0.023,0.018,0.0024
46,2023-12-02 12:00:00,1.5,0.4,0.021,0.038,0.0096,0.024,0.018,0.0026
47,2023-12-02 13:00:00,1.49,0.33,0.022,0.037,0.0128,0.022,0.015,0.0027
48,2023-12-02 14:00:00,1.47,0.4,0.022,0.042,0.0112,0.024,0.014,0.0029
49,2023-12-02 15:00:00,1.45,0.23,0.009,0.041,0.0163,0.018,0.013,0.0023
50,2023-12-02 16:00:00,1.46,0.2,0.01,0.049,0.0108,0.016,0.012,0.0026
51,2023-12-02 17:00:00,1.47,0.2,0.007,0.054,0.0064,0.017,0.012,0.0024
52,2023-12-02 18:00:00,1.48,0.33,0.014,0.058,0.0022,0.019,0.013,0.0026
53,2023-12-02 19:00:00,1.48,0.27,0.013,0.055,0.0029,0.018,0.014,0.0027
54,2023-12-02 20:00:00,1.5,0.3,0.009,0.051,0.0029,0.019,0.015,0.0024
55,2023-12-02 21:00:00,1.49,0.23,0.005,0.045,0.0066,0.017,0.014,0.0021
56,2023-12-02 22:00:00,1.48,0.2,0.001,0.039,0.0108,0.015,0.013,0.0019
57,2023-12-02 23:00:00,1.48,0.2,0.001,0.041,0.0109,0.015,0.013,0.002
58,2023-12-03 00:00:00,1.47,0.2,0.001,0.038,0.0138,0.016,0.013,0.002
59,2023-12-03 01:00:00,1.47,0.2,0.001,0.037,0.0142,0.015,0.014,0.002
60,2023-12-03 02:00:00,1.46,0.2,0.0,0.04,0.0113,0.016,0.014,0.002
61,2023-12-03 03:00:00,1.47,0.27,0.0,0.033,0.0207,0.014,0.012,0.002
62,2023-12-03 04:00:00,1.47,0.27,0.0,0.032,0.0172,0.011,0.01,0.0021
63,2023-12-03 05:00:00,1.47,0.23,0.0,0.031,0.0232,0.013,0.011,0.0018
64,2023-12-03 06:00:00,1.48,0.27,0.001,0.038,0.0117,0.014,0.013,0.0019
65,2023-12-03 07:00:00,1.49,0.3,0.004,0.05,0.0039,0.016,0.014,0.0021
66,2023-12-03 08:00:00,1.49,0.3,0.003,0.045,0.0081,0.02,0.017,0.0021
67,2023-12-03 09:00:00,1.5,0.3,0.002,0.042,0.0103,0.021,0.018,0.0023
68,2023-12-03 10:00:00,1.51,0.3,0.005,0.046,0.0088,0.015,0.012,0.0025
69,2023-12-03 11:00:00,1.53,0.33,0.012,0.045,0.0069,0.021,0.015,0.0022
70,2023-12-03 12:00:00,1.55,0.37,0.027,0.049,0.0045,0.02,0.014,0.0032
71,2023-12-03 13:00:00,1.56,0.4,0.029,0.049,0.004,0.022,0.016,0.0043
72,2023-12-03 14:00:00,1.53,0.4,0.02,0.047,0.0046,0.016,0.013,0.0029
73,2023-12-03 15:00:00,1.56,0.23,0.01,0.042,0.0074,0.015,0.012,0.0024
74,2023-12-03 16:00:00,1.48,0.2,0.007,0.045,0.0075,0.011,0.009,0.0024
75,2023-12-03 17:00:00,1.46,0.2,0.003,0.046,0.0129,0.007,0.005,0.002
76,2023-12-03 18:00:00,1.46,0.17,0.001,0.04,0.0205,0.007,0.005,0.0021
77,2023-12-03 19:00:00,1.47,0.17,0.0,0.037,0.0229,0.007,0.005,0.0019
78,2023-12-03 20:00:00,1.46,0.17,0.0,0.035,0.0239,0.008,0.006,0.002
79,2023-12-03 21:00:00,1.45,0.2,0.001,0.039,0.0188,0.007,0.006,0.0018
80,2023-12-03 22:00:00,1.46,0.2,0.003,0.05,0.0083,0.007,0.006,0.0015
81,2023-12-03 23:00:00,1.47,0.2,0.003,0.049,0.0104,0.008,0.007,0.0018
82,2023-12-04 00:00:00,1.46,0.23,0.008,0.052,0.0076,0.009,0.008,0.002
83,2023-12-04 01:00:00,1.47,0.2,0.005,0.05,0.0062,0.01,0.009,0.0019
84,2023-12-04 02:00:00,1.47,0.2,0.003,0.049,0.0085,0.009,0.008,0.0019
85,2023-12-04 03:00:00,1.47,0.13,0.004,0.04,0.0132,0.01,0.008,0.0019
86,2023-12-04 04:00:00,1.48,0.1,0.001,0.029,0.0194,0.009,0.009,0.0017
87,2023-12-04 05:00:00,1.49,0.07,0.003,0.024,0.0204,0.009,0.008,0.0019
88,2023-12-04 06:00:00,1.46,0.1,0.002,0.02,0.0208,0.012,0.009,0.0017
89,2023-12-04 07:00:00,1.46,0.1,0.005,0.025,0.0162,0.013,0.012,0.0018
90,2023-12-04 08:00:00,1.47,0.1,0.004,0.03,0.0112,0.014,0.012,0.0022
91,2023-12-04 09:00:00,1.47,0.1,0.011,0.031,0.0111,0.014,0.013,0.002
92,2023-12-04 10:00:00,1.47,0.1,0.015,0.03,0.0116,0.015,0.013,0.0023
93,2023-12-04 11:00:00,1.49,0.2,0.012,0.029,0.011,0.016,0.014,0.0021
94,2023-12-04 12:00:00,1.49,0.2,0.012,0.028,0.0127,0.016,0.014,0.0024
95,2023-12-04 13:00:00,1.48,0.1,0.011,0.023,0.0168,0.014,0.013,0.0025
96,2023-12-04 14:00:00,1.49,0.2,0.014,0.027,0.0086,0.017,0.014,0.0026
97,2023-12-04 15:00:00,1.49,0.3,0.015,0.028,0.0069,0.017,0.015,0.0025
98,2023-12-04 16:00:00,1.51,0.3,0.016,0.027,0.0033,0.017,0.015,0.0027
99,2023-12-04 17:00:00,1.5,0.3,0.017,0.029,0.0025,0.015,0.013,0.0026
100,2023-12-04 18:00:00,1.49,0.3,0.012,0.029,0.0049,0.014,0.012,0.0022
101,2023-12-04 19:00:00,1.47,0.3,0.007,0.028,0.0084,0.012,0.011,0.0021
102,2023-12-04 20:00:00,1.48,0.3,0.01,0.033,0.0056,0.014,0.012,0.0025
103,2023-12-04 21:00:00,1.47,0.3,0.014,0.037,0.0044,0.013,0.012,0.0025
104,2023-12-04 22:00:00,1.49,0.4,0.026,0.042,0.002,0.014,0.013,0.0027
105,2023-12-04 23:00:00,1.49,0.33,0.016,0.04,0.0019,0.013,0.011,0.0024
106,2023-12-05 00:00:00,1.48,0.3,0.01,0.038,0.0027,0.01,0.009,0.002
107,2023-12-05 01:00:00,1.49,0.3,0.009,0.037,0.0026,0.011,0.009,0.0018
108,2023-12-05 02:00:00,1.5,0.3,0.018,0.042,0.0017,0.009,0.009,0.0022
109,2023-12-05 03:00:00,1.54,0.23,0.026,0.045,0.0018,0.013,0.011,0.0027
110,2023-12-05 04:00:00,1.52,0.1,0.003,0.037,0.0056,0.011,0.009,0.0021
111,2023-12-05 05:00:00,1.52,0.13,0.001,0.032,0.008,0.011,0.01,0.0021
112,2023-12-05 06:00:00,1.54,0.17,0.005,0.036,0.0037,0.013,0.009,0.0021
113,2023-12-05 07:00:00,1.52,0.2,0.014,0.04,0.0019,0.012,0.011,0.0021
114,2023-12-05 08:00:00,1.5,0.23,0.019,0.04,0.0019,0.014,0.011,0.0022
115,2023-12-05 09:00:00,1.51,0.33,0.05,0.046,0.0021,0.014,0.014,0.0029
116,2023-12-05 10:00:00,1.52,0.4,0.059,0.046,0.0033,0.018,0.013,0.0027
117,2023-12-05 11:00:00,1.52,0.4,0.05,0.041,0.0047,0.016,0.013,0.0025
118,2023-12-05 12:00:00,1.49,0.27,0.033,0.037,0.0064,0.015,0.013,0.0024
119,2023-12-05 13:00:00,1.51,0.33,0.043,0.043,0.0051,0.015,0.011,0.0026
120,2023-12-05 14:00:00,1.49,0.27,0.026,0.038,0.0069,0.014,0.011,0.0024
121,2023-12-05 15:00:00,1.47,0.2,0.0,0.0,0.007,0.012,0.011,0.0017
122,2023-12-05 16:00:00,1.48,0.2,0.025,0.034,0.0028,0.015,0.009,0.0006
123,2023-12-05 17:00:00,1.48,0.33,0.051,0.041,0.0019,0.017,0.011,0.0012
124,2023-12-05 18:00:00,1.47,0.27,0.039,0.038,0.0017,0.016,0.012,0.0009
125,2023-12-05 19:00:00,1.49,0.37,0.045,0.037,0.0019,0.018,0.014,0.0011
126,2023-12-05 20:00:00,1.47,0.2,0.011,0.024,0.0044,0.013,0.011,0.0005
127,2023-12-05 21:00:00,1.48,0.2,0.02,0.031,0.0019,0.013,0.011,0.0006
128,2023-12-05 22:00:00,1.46,0.17,0.01,0.027,0.0076,0.01,0.009,0.0007
129,2023-12-05 23:00:00,1.45,0.1,0.004,0.018,0.0136,0.006,0.005,0.0004
130,2023-12-06 00:00:00,1.46,0.2,0.012,0.033,0.0029,0.01,0.008,0.0006
131,2023-12-06 01:00:00,1.47,0.17,0.014,0.034,0.0021,0.011,0.01,0.0006
132,2023-12-06 02:00:00,1.48,,0.02,0.032,0.0017,0.012,0.011,0.0008
133,2023-12-06 02:00:00,1.48,0.2,0.02,0.032,0.0017,0.012,0.011,0.0008
134,2023-12-06 03:00:00,1.49,0.13,0.013,0.023,0.0018,0.013,0.01,0.0005
135,2023-12-06 03:00:00,1.49,,0.013,0.023,0.0018,0.013,0.01,0.0005
136,2023-12-06 04:00:00,1.5,0.2,0.033,0.025,0.0017,0.019,0.013,0.001
137,2023-12-06 04:00:00,1.5,,0.033,0.025,0.0017,0.019,0.013,0.001
138,2023-12-06 05:00:00,1.51,0.2,0.046,0.025,0.0018,0.017,0.013,0.0012
139,2023-12-06 05:00:00,1.51,,0.046,0.025,0.0018,0.017,0.013,0.0012
140,2023-12-06 06:00:00,1.54,,0.044,0.026,0.0017,0.019,0.015,0.0011
141,2023-12-06 06:00:00,1.54,0.2,0.044,0.026,0.0017,0.019,0.015,0.0011
142,2023-12-06 07:00:00,1.54,,0.047,0.027,0.0024,0.018,0.016,0.0011
143,2023-12-06 07:00:00,1.54,0.23,0.047,0.027,0.0024,0.018,0.016,0.0011
144,2023-12-06 08:00:00,1.53,0.33,0.07,0.027,0.0032,0.021,0.017,0.0017
145,2023-12-06 08:00:00,1.53,,0.07,0.027,0.0032,0.021,0.017,0.0017
146,2023-12-06 09:00:00,1.53,,0.109,0.034,0.0024,0.02,0.016,0.0024
147,2023-12-06 09:00:00,1.53,0.5,0.109,0.034,0.0024,0.02,0.016,0.0024
148,2023-12-06 10:00:00,1.53,,0.111,0.035,0.0024,0.024,0.017,0.0025
149,2023-12-06 10:00:00,1.53,0.5,0.111,0.035,0.0024,0.024,0.017,0.0025
150,2023-12-06 11:00:00,1.57,0.7,0.151,0.045,0.003,0.026,0.019,0.0036
151,2023-12-06 11:00:00,1.57,,0.151,0.045,0.003,0.026,0.019,0.0036
152,2023-12-06 12:00:00,1.56,,0.178,0.054,0.0035,0.03,0.021,0.0042
153,2023-12-06 12:00:00,1.56,0.8,0.178,0.054,0.0035,0.03,0.021,0.0042
154,2023-12-06 13:00:00,1.58,,0.189,0.064,0.0038,0.033,0.024,0.0046
155,2023-12-06 13:00:00,1.58,0.8,0.189,0.064,0.0038,0.033,0.024,0.0046
156,2023-12-06 14:00:00,1.58,0.73,0.161,0.062,0.0035,0.034,0.022,0.0038
157,2023-12-06 14:00:00,1.58,,0.161,0.062,0.0035,0.034,0.022,0.0038
158,2023-12-06 15:00:00,1.57,,0.161,0.061,0.0037,0.034,0.02,0.0039
159,2023-12-06 15:00:00,1.57,0.8,0.161,0.061,0.0037,0.034,0.02,0.0039
160,2023-12-06 16:00:00,1.57,,0.182,0.063,0.0027,0.033,0.02,0.0044
161,2023-12-06 16:00:00,1.57,0.9,0.182,0.063,0.0027,0.033,0.02,0.0044
162,2023-12-06 17:00:00,1.57,1.07,0.221,0.069,0.0027,0.037,0.024,0.0052
163,2023-12-06 17:00:00,1.57,,0.221,0.069,0.0027,0.037,0.024,0.0052
164,2023-12-06 18:00:00,1.58,0.97,0.214,0.068,0.0024,0.04,0.025,0.0047
165,2023-12-06 18:00:00,1.58,,0.214,0.068,0.0024,0.04,0.025,0.0047
166,2023-12-06 19:00:00,1.57,0.9,0.188,0.063,0.0024,0.036,0.023,0.0043
167,2023-12-06 19:00:00,1.57,,0.188,0.063,0.0024,0.036,0.023,0.0043
168,2023-12-06 20:00:00,1.57,,0.167,0.065,0.0022,0.032,0.024,0.0039
169,2023-12-06 20:00:00,1.57,0.77,0.167,0.065,0.0022,0.032,0.024,0.0039
170,2023-12-06 21:00:00,1.52,,0.11,0.059,0.0019,0.024,0.018,0.0024
171,2023-12-06 21:00:00,1.52,0.43,0.11,0.059,0.0019,0.024,0.018,0.0024
172,2023-12-06 22:00:00,1.53,,0.112,0.056,0.0016,0.024,0.018,0.0029
173,2023-12-06 22:00:00,1.53,0.4,0.112,0.056,0.0016,0.024,0.018,0.0029
174,2023-12-06 23:00:00,1.55,0.33,0.093,0.053,0.0021,0.027,0.02,0.0025
175,2023-12-06 23:00:00,1.55,,0.093,0.053,0.0021,0.027,0.02,0.0025
176,2023-12-07 00:00:00,1.53,,0.064,0.046,0.0018,0.02,0.016,0.002
177,2023-12-07 00:00:00,1.53,0.27,0.064,0.046,0.0018,0.02,0.016,0.002
178,2023-12-07 01:00:00,1.53,0.3,0.058,0.043,0.0018,0.018,0.014,0.0018
179,2023-12-07 01:00:00,1.53,,0.058,0.043,0.0018,0.018,0.014,0.0018
180,2023-12-07 02:00:00,1.57,0.33,0.071,0.045,0.0016,0.02,0.016,0.0019
181,2023-12-07 02:00:00,1.57,,0.071,0.045,0.0016,0.02,0.016,0.0019
182,2023-12-07 03:00:00,1.56,,0.055,0.041,0.0016,0.018,0.014,0.0017
183,2023-12-07 03:00:00,1.56,0.33,0.055,0.041,0.0016,0.018,0.014,0.0017
184,2023-12-07 04:00:00,1.58,,0.049,0.039,0.0016,0.016,0.014,0.0014
185,2023-12-07 04:00:00,1.58,0.3,0.049,0.039,0.0016,0.016,0.014,0.0014
186,2023-12-07 05:00:00,1.6,0.3,0.053,0.039,0.0019,0.021,0.016,0.0019
187,2023-12-07 05:00:00,1.6,,0.053,0.039,0.0019,0.021,0.016,0.0019
188,2023-12-07 06:00:00,1.63,,0.058,0.04,0.0016,0.02,0.018,0.0021
189,2023-12-07 06:00:00,1.63,0.3,0.058,0.04,0.0016,0.02,0.018,0.0021
190,2023-12-07 07:00:00,1.63,,0.057,0.039,0.0016,0.02,0.016,0.0021
191,2023-12-07 07:00:00,1.63,0.3,0.057,0.039,0.0016,0.02,0.016,0.0021
192,2023-12-07 08:00:00,1.63,,0.062,0.041,0.0018,0.017,0.016,0.0021
193,2023-12-07 08:00:00,1.63,0.3,0.062,0.041,0.0018,0.017,0.016,0.0021
194,2023-12-07 09:00:00,1.56,0.4,0.063,0.041,0.0018,0.02,0.015,0.0018
195,2023-12-07 09:00:00,1.56,,0.063,0.041,0.0018,0.02,0.015,0.0018
196,2023-12-07 10:00:00,1.56,0.4,0.062,0.039,0.003,0.018,0.016,0.0022
197,2023-12-07 10:00:00,1.56,,0.062,0.039,0.003,0.018,0.016,0.0022
198,2023-12-07 11:00:00,1.53,,0.055,0.036,0.0049,0.018,0.015,0.002
199,2023-12-07 11:00:00,1.53,0.37,0.055,0.036,0.0049,0.018,0.015,0.002
200,2023-12-07 12:00:00,1.53,0.3,0.042,0.028,0.0082,0.019,0.015,0.0027
201,2023-12-07 12:00:00,1.53,,0.042,0.028,0.0082,0.019,0.015,0.0027
202,2023-12-07 13:00:00,1.55,0.33,0.055,0.033,0.0071,0.022,0.017,0.0037
203,2023-12-07 13:00:00,1.55,,0.055,0.033,0.0071,0.022,0.017,0.0037
204,2023-12-07 14:00:00,1.59,0.4,0.081,0.042,0.0048,0.029,0.02,0.003
205,2023-12-07 14:00:00,1.59,,0.081,0.042,0.0048,0.029,0.02,0.003
206,2023-12-07 15:00:00,1.55,,0.054,0.036,0.0045,0.03,0.016,0.0019
207,2023-12-07 15:00:00,1.55,0.3,0.054,0.036,0.0045,0.03,0.016,0.0019
208,2023-12-07 16:00:00,1.54,,0.06,0.041,0.0024,0.035,0.017,0.0021
209,2023-12-07 16:00:00,1.54,0.33,0.06,0.041,0.0024,0.035,0.017,0.0021
210,2023-12-07 17:00:00,1.52,,0.05,0.041,0.0018,0.022,0.017,0.0018
211,2023-12-07 17:00:00,1.52,0.3,0.05,0.041,0.0018,0.022,0.017,0.0018
212,2023-12-07 18:00:00,1.51,0.3,0.039,0.039,0.0017,0.017,0.012,0.0014
213,2023-12-07 18:00:00,1.51,,0.039,0.039,0.0017,0.017,0.012,0.0014
214,2023-12-07 19:00:00,1.51,,0.026,0.036,0.0018,0.014,0.012,0.0013
215,2023-12-07 19:00:00,1.51,0.27,0.026,0.036,0.0018,0.014,0.012,0.0013
216,2023-12-07 20:00:00,1.49,,0.016,0.032,0.0015,0.011,0.01,0.0008
