,datetime,CH4,CO,NO,NO2,OZ,PM10,PM2.5,SO2
89,2023-07-02 14:00:00,1.26,0.03,,,0.0644,0.01,0.009,0.0015
90,2023-07-02 15:00:00,1.26,0.1,,,0.0683,0.011,0.004,0.0013
91,2023-07-02 16:00:00,1.26,0.1,,,0.0749,0.017,0.006,0.0013
92,2023-07-02 17:00:00,1.26,0.37,,,0.0764,0.02,0.007,0.0013
93,2023-07-02 18:00:00,1.26,0.17,,,0.0783,0.021,0.009,0.0013
94,2023-07-02 19:00:00,1.27,0.1,,,0.0765,0.02,0.011,0.0014
95,2023-07-02 20:00:00,1.28,0.1,,,0.0713,0.031,0.011,0.0012
96,2023-07-02 21:00:00,1.29,0.13,,,0.0617,0.024,0.011,0.0013
97,2023-07-02 22:00:00,1.29,0.2,,,0.0411,0.026,0.014,0.0013
98,2023-07-02 23:00:00,1.31,0.23,,,0.0148,0.026,0.013,0.0012
99,2023-07-03 00:00:00,1.32,0.3,,,0.004,0.029,0.014,0.0013
100,2023-07-03 01:00:00,1.32,0.4,,,0.0028,0.028,0.013,0.0016
101,2023-07-03 02:00:00,1.31,0.27,,,0.027,0.026,0.012,0.0014
102,2023-07-03 03:00:00,1.31,0.3,,,0.0429,0.023,0.013,0.0011
103,2023-07-03 04:00:00,1.32,0.27,,,0.0475,0.025,0.015,0.0013
104,2023-07-03 05:00:00,1.33,0.23,,,0.0479,0.032,0.021,0.001
105,2023-07-03 06:00:00,1.34,0.27,,,0.0427,0.025,0.017,0.0009
106,2023-07-03 07:00:00,1.32,0.23,,,0.0421,0.027,0.018,0.0012
107,2023-07-03 08:00:00,1.31,0.3,,,0.0462,0.02,0.013,0.0013
108,2023-07-03 09:00:00,1.3,0.23,,,0.0531,0.015,0.007,0.0013
109,2023-07-03 10:00:00,1.29,0.2,,,0.0615,0.011,0.003,0.0012
110,2023-07-03 11:00:00,1.28,0.2,,,0.0654,0.012,0.004,0.0011
111,2023-07-03 12:00:00,1.27,0.2,,,0.0726,0.013,0.006,0.0012
112,2023-07-03 13:00:00,1.27,0.2,,,0.0719,0.012,0.007,0.0011
113,2023-07-03 14:00:00,1.27,0.2,,,0.0788,0.016,0.005,0.0009
114,2023-07-03 15:00:00,1.27,0.1,,,0.0772,0.02,0.007,0.001
115,2023-07-03 16:00:00,1.27,0.1,,,0.0789,0.016,0.005,0.0013
116,2023-07-03 17:00:00,1.27,0.1,,,0.0796,0.02,0.006,0.0011
117,2023-07-03 18:00:00,1.27,0.1,,,0.081,0.017,0.006,0.0014
118,2023-07-03 19:00:00,1.27,0.13,,,0.0787,0.024,0.006,0.0015
119,2023-07-03 20:00:00,1.28,0.17,,,0.0724,0.025,0.009,0.0015
120,2023-07-03 21:00:00,1.29,0.1,,,0.0678,0.021,0.008,0.0015
121,2023-07-03 22:00:00,1.29,0.2,,,0.0492,0.023,0.009,0.002
122,2023-07-03 23:00:00,1.3,0.23,,,0.0273,0.027,0.011,0.0016
123,2023-07-04 00:00:00,1.33,0.27,,,0.0176,0.032,0.013,0.0012
124,2023-07-04 01:00:00,1.4,0.2,,,0.0377,0.029,0.012,0.0014
125,2023-07-04 02:00:00,1.31,0.13,,,0.0379,0.026,0.013,0.001
126,2023-07-04 03:00:00,1.31,0.1,,,0.0416,0.023,0.011,0.0012
127,2023-07-04 04:00:00,1.32,0.1,,,0.034,0.024,0.012,0.0013
128,2023-07-04 05:00:00,1.32,0.1,,,0.0335,0.026,0.013,0.0015
129,2023-07-04 06:00:00,1.33,0.1,,,0.0404,0.024,0.012,0.0016
130,2023-07-04 07:00:00,1.33,0.1,,,0.0461,0.026,0.012,0.0018
131,2023-07-04 08:00:00,1.33,0.2,,,0.0435,0.031,0.014,0.0019
132,2023-07-04 09:00:00,1.31,0.1,,,0.0534,0.031,0.014,0.002
133,2023-07-04 10:00:00,1.3,0.1,,,0.078,0.027,0.011,0.0018
134,2023-07-04 11:00:00,1.29,0.1,,,0.0899,0.024,0.01,0.0016
135,2023-07-04 12:00:00,1.29,0.1,,,0.0917,0.022,0.009,0.0014
136,2023-07-04 13:00:00,1.29,0.1,,,0.0955,0.023,0.008,0.0015
137,2023-07-04 14:00:00,1.29,0.03,,,0.1038,0.02,0.009,0.0013
138,2023-07-04 15:00:00,1.28,0.1,,,0.1031,0.019,0.008,0.0017
139,2023-07-04 16:00:00,1.28,0.1,,,0.109,0.015,0.008,0.0015
140,2023-07-04 17:00:00,1.28,0.1,,,0.1125,0.017,0.009,0.0017
141,2023-07-04 18:00:00,1.28,0.1,,,0.1076,0.023,0.01,0.0018
142,2023-07-04 19:00:00,1.29,0.1,,,0.1055,0.023,0.011,0.0015
143,2023-07-04 20:00:00,1.29,0.1,,,0.0996,0.027,0.014,0.0018
144,2023-07-04 21:00:00,1.3,0.13,,,0.0821,0.035,0.015,0.0017
145,2023-07-04 22:00:00,1.31,0.2,,,0.0566,0.035,0.015,0.002
146,2023-07-04 23:00:00,1.31,0.27,,,0.0343,0.038,0.016,0.0022
147,2023-07-05 00:00:00,1.31,0.2,,,0.0316,0.038,0.018,0.0021
148,2023-07-05 01:00:00,1.32,0.2,,,0.0392,0.034,0.017,0.0016
149,2023-07-05 02:00:00,1.33,0.2,,,0.0463,0.03,0.015,0.0017
150,2023-07-05 03:00:00,1.33,0.2,,,0.0539,0.028,0.015,0.0022
151,2023-07-05 04:00:00,1.32,0.2,,,0.0555,0.031,0.019,0.002
152,2023-07-05 05:00:00,1.32,0.2,,,0.0559,0.026,0.014,0.0021
153,2023-07-05 06:00:00,1.33,0.2,,,0.0551,0.025,0.013,0.0022
154,2023-07-05 07:00:00,1.34,0.2,,,0.0456,0.028,0.014,0.0023
155,2023-07-05 08:00:00,1.33,0.3,,,0.0432,0.037,0.016,0.0025
156,2023-07-05 09:00:00,1.34,0.3,,,0.0575,0.03,0.012,0.0026
157,2023-07-05 10:00:00,1.31,0.2,,,0.0782,0.031,0.013,0.0025
158,2023-07-05 11:00:00,1.31,0.2,,,0.09,0.033,0.014,0.0023
159,2023-07-05 12:00:00,1.3,0.2,,,0.0958,0.037,0.019,0.0022
160,2023-07-05 13:00:00,1.31,0.2,,,0.0971,0.039,0.02,0.0025
161,2023-07-05 14:00:00,1.3,0.2,,,0.0842,0.036,0.018,0.0024
162,2023-07-05 15:00:00,1.32,0.23,,,0.0761,0.04,0.019,0.0023
163,2023-07-05 16:00:00,1.3,0.1,,,0.0912,0.023,0.013,0.0022
164,2023-07-05 17:00:00,1.28,0.13,,,0.0937,0.013,0.009,0.0021
165,2023-07-05 18:00:00,1.27,0.13,,,0.0932,0.018,0.01,0.0017
166,2023-07-05 19:00:00,1.27,0.13,,,0.0871,0.015,0.007,0.0016
167,2023-07-05 20:00:00,1.28,0.2,,,0.0747,0.023,0.009,0.0016
168,2023-07-05 21:00:00,1.29,0.2,,,0.0674,0.03,0.012,0.0018
169,2023-07-05 22:00:00,1.3,0.2,,,0.0633,0.019,0.01,0.0019
170,2023-07-05 23:00:00,1.31,0.23,,,0.0466,0.025,0.013,0.0019
171,2023-07-06 00:00:00,1.33,0.2,,,0.0456,0.027,0.015,0.0018
172,2023-07-06 01:00:00,1.33,0.2,,,0.0515,0.024,0.014,0.0019
173,2023-07-06 02:00:00,1.32,0.2,,,0.0582,0.021,0.013,0.0019
174,2023-07-06 03:00:00,1.33,0.27,,,0.0546,0.02,0.014,0.0018
175,2023-07-06 04:00:00,1.32,0.2,,,0.0459,0.021,0.014,0.002
176,2023-07-06 05:00:00,1.32,0.23,,,0.027,0.022,0.015,0.002
177,2023-07-06 06:00:00,1.32,0.3,,,0.0237,0.027,0.018,0.0019
178,2023-07-06 07:00:00,1.33,0.3,,,0.0306,0.032,0.018,0.0019
179,2023-07-06 08:00:00,1.33,0.3,,,0.0308,0.035,0.019,0.0022
180,2023-07-06 09:00:00,1.31,0.3,,,0.0559,0.025,0.013,0.0021
181,2023-07-06 10:00:00,1.29,0.27,,,0.0679,0.005,0.007,0.0021
182,2023-07-11 21:00:00,,0.03,,,0.0204,0.008,0.005,0.001
183,2023-07-11 22:00:00,,0.13,,,0.0094,0.009,0.005,0.0007
184,2023-07-11 23:00:00,,0.1,,,0.0102,0.014,0.008,0.0009
185,2023-07-12 00:00:00,,0.03,,,0.0164,0.007,0.004,0.0008
186,2023-07-12 01:00:00,,0.03,,,0.0184,0.007,0.004,0.001
187,2023-07-12 02:00:00,,0.03,,,0.0136,0.009,0.005,0.0011
188,2023-07-12 03:00:00,,0.13,,,0.0139,0.008,0.004,0.0007
189,2023-07-12 04:00:00,,0.1,,,0.013,0.007,0.003,0.0006
190,2023-07-12 05:00:00,,0.1,,,0.0155,0.007,0.003,0.0008
191,2023-07-12 06:00:00,,0.1,,,0.0186,0.005,0.002,0.0007
192,2023-07-12 07:00:00,,0.13,,,0.0171,0.007,0.003,0.0008
193,2023-07-12 08:00:00,,0.2,,,0.017,0.008,0.004,0.0009
194,2023-07-12 09:00:00,,0.2,,,0.0187,0.01,0.004,0.0007
195,2023-07-12 10:00:00,,0.2,,,0.0205,0.013,0.004,0.0004
196,2023-07-12 11:00:00,,0.2,,,0.0198,0.014,0.005,0.0005
197,2023-07-12 12:00:00,,0.2,,,0.025,0.015,0.005,0.0005
198,2023-07-12 13:00:00,,0.2,,,0.0332,0.01,0.003,0.0003
199,2023-07-12 14:00:00,,0.2,,,0.0388,0.009,0.002,0.0005
200,2023-07-12 15:00:00,,0.2,,,0.0427,0.011,0.003,0.0005
201,2023-07-12 16:00:00,,0.17,,,0.0392,0.018,0.007,0.0003
202,2023-07-12 17:00:00,,0.2,,,0.0422,0.014,0.005,0.0005
203,2023-07-12 18:00:00,,0.2,,,0.0424,0.012,0.006,0.0007
204,2023-07-12 19:00:00,,0.2,,,0.0351,0.013,0.006,0.0009
205,2023-07-12 20:00:00,,0.2,,,0.0361,0.016,0.006,0.0007
206,2023-07-12 21:00:00,,0.27,,,0.0282,0.015,0.008,0.0007
207,2023-07-12 22:00:00,,0.3,,,0.0162,0.018,0.01,0.0005
208,2023-07-12 23:00:00,,0.3,,,0.0154,0.018,0.01,0.0008
209,2023-07-13 00:00:00,,0.2,,,0.022,0.013,0.008,0.0007
210,2023-07-13 01:00:00,,0.2,,,0.0226,0.007,0.004,0.0009
211,2023-07-13 02:00:00,,0.2,,,0.0278,0.007,0.004,0.001
212,2023-07-13 03:00:00,,0.1,,,0.0261,0.008,0.005,0.0005
213,2023-07-13 04:00:00,,0.1,,,0.0249,0.011,0.007,0.0005
214,2023-07-13 05:00:00,,0.1,,,0.0209,0.013,0.007,0.0004
215,2023-07-13 06:00:00,,0.1,,,0.0164,0.012,0.006,0.0006
216,2023-07-13 07:00:00,,0.1,,,0.0122,0.014,0.008,0.0007
217,2023-07-13 08:00:00,,0.1,,,0.0142,0.016,0.008,0.0011
218,2023-07-13 09:00:00,,0.13,,,0.0185,0.021,0.009,0.0009
219,2023-07-13 10:00:00,,0.1,,,0.0257,0.013,0.004,0.001
220,2023-07-13 11:00:00,,0.1,,,0.0247,0.022,0.009,0.0009
221,2023-07-13 12:00:00,,0.13,,,0.0267,0.026,0.012,0.001
222,2023-07-13 13:00:00,,0.17,,,0.028,0.026,0.015,0.0008
223,2023-07-13 14:00:00,,0.2,,,0.0263,0.017,0.01,0.0008
224,2023-07-13 15:00:00,,0.2,,,0.02,0.016,0.01,0.0006
225,2023-07-13 16:00:00,,0.2,,,0.0247,0.015,0.009,0.0008
226,2023-07-13 17:00:00,,0.2,,,0.0187,0.016,0.01,0.0008
227,2023-07-13 18:00:00,,0.23,,,0.018,0.016,0.01,0.0012
228,2023-07-13 19:00:00,,0.3,,,0.0167,0.016,0.011,0.0011
229,2023-07-13 20:00:00,,0.37,,,0.0072,0.016,0.011,0.0009
230,2023-07-13 21:00:00,,0.3,,,0.0127,0.014,0.01,0.0009
231,2023-07-13 22:00:00,,0.27,,,0.0105,0.014,0.011,0.0012
232,2023-07-13 23:00:00,,0.2,,,0.0197,0.012,0.009,0.0013
233,2023-07-14 00:00:00,,0.2,,,0.0297,0.01,0.008,0.0011
234,2023-07-14 01:00:00,,0.1,,,0.0404,0.008,0.005,0.001
235,2023-07-14 02:00:00,,0.17,,,0.0292,0.012,0.009,0.0011
236,2023-07-14 03:00:00,,0.0,,,0.0326,0.011,0.008,0.0009
237,2023-07-14 04:00:00,,0.0,,,0.0326,0.013,0.009,0.0014
238,2023-07-14 05:00:00,,0.0,,,0.0317,0.012,0.008,0.0012
239,2023-07-14 06:00:00,,0.0,,,0.0303,0.012,0.008,0.0013
240,2023-07-14 07:00:00,,0.0,,,0.0257,0.012,0.007,0.0011
241,2023-07-14 08:00:00,,0.0,,,0.0182,0.012,0.007,0.0013
242,2023-07-14 09:00:00,,0.0,,,0.0179,0.014,0.01,0.0015
243,2023-07-14 10:00:00,,0.0,,,0.0182,0.011,0.007,0.0015
244,2023-07-14 11:00:00,,0.03,,,0.0166,0.016,0.008,0.0017
245,2023-07-14 12:00:00,,0.0,,,0.0127,0.014,0.008,0.0016
246,2023-07-14 13:00:00,,0.03,,,0.0082,0.015,0.008,0.0018
247,2023-07-14 14:00:00,,0.0,,,0.0082,0.017,0.008,0.0018
248,2023-07-14 15:00:00,,0.0,,,0.0099,0.014,0.006,0.0016
249,2023-07-14 16:00:00,,0.0,,,0.0143,0.016,0.006,0.0015
250,2023-07-14 17:00:00,,0.0,,,0.0092,0.013,0.006,0.0015
251,2023-07-14 18:00:00,,0.0,,,0.0065,0.017,0.007,0.0016
252,2023-07-14 19:00:00,,0.0,,,0.0039,0.02,0.008,0.0018
253,2023-07-14 20:00:00,,0.0,,,0.0031,0.03,0.014,0.0023
254,2023-07-14 21:00:00,,0.6,,,0.0014,0.034,0.016,0.0024
255,2023-07-14 22:00:00,,0.63,,,0.0013,0.026,0.013,0.0028
256,2023-07-14 23:00:00,,0.77,,,0.0018,0.03,0.014,0.0031
257,2023-07-15 00:00:00,,0.73,,,0.0009,0.036,0.018,0.003
258,2023-07-15 01:00:00,,0.5,,,0.0008,0.021,0.013,0.0024
259,2023-07-15 02:00:00,,0.37,,,0.0009,0.017,0.01,0.0019
260,2023-07-15 03:00:00,,0.13,,,0.001,0.014,0.009,0.0018
261,2023-07-15 04:00:00,,0.1,,,0.0032,0.012,0.008,0.0018
262,2023-07-15 05:00:00,,0.07,,,0.0138,0.009,0.006,0.0015
263,2023-07-15 06:00:00,,0.0,,,0.0198,0.006,0.004,0.0019
264,2023-07-15 07:00:00,,0.0,,,0.0154,0.007,0.005,0.0018
265,2023-07-15 08:00:00,,0.1,,,0.0073,0.008,0.005,0.0017
266,2023-07-15 09:00:00,,0.1,,,0.008,0.007,0.005,0.0017
267,2023-07-15 10:00:00,,0.1,,,0.0066,0.007,0.005,0.0015
268,2023-07-15 11:00:00,,0.1,,,0.008,0.011,0.007,0.0018
269,2023-07-15 12:00:00,,0.1,,,0.011,0.011,0.006,0.002
270,2023-07-15 13:00:00,,0.1,,,0.0193,0.011,0.006,0.0019
271,2023-07-15 14:00:00,,0.13,,,0.025,0.008,0.005,0.0019
272,2023-07-15 15:00:00,,0.17,,,0.0377,0.006,0.003,0.0016
273,2023-07-15 16:00:00,,0.2,,,0.0322,0.011,0.004,0.0016
274,2023-07-15 17:00:00,,0.1,,,0.0557,0.004,0.002,0.0016
275,2023-07-15 18:00:00,,0.13,,,0.0526,0.011,0.007,0.0015
276,2023-07-15 19:00:00,,0.2,,,0.0437,0.017,0.009,0.0016
277,2023-07-15 20:00:00,,0.2,,,0.0399,0.018,0.01,0.0016
278,2023-07-15 21:00:00,,0.33,,,0.0172,0.022,0.012,0.0017
279,2023-07-15 22:00:00,,0.33,,,0.0053,0.02,0.011,0.0016
280,2023-07-15 23:00:00,,0.3,,,0.0159,0.021,0.012,0.0016
281,2023-07-16 00:00:00,,0.0,,,0.0,0.0,0.0,0.0
282,2023-07-16 00:00:00,,0.3,,,0.0159,0.021,0.013,0.0016
283,2023-07-16 01:00:00,,0.33,,,0.0105,0.02,0.012,0.0012
284,2023-07-16 02:00:00,,0.0,,,0.0,0.0,0.0,0.0
285,2023-07-16 02:00:00,,0.3,,,0.0077,0.016,0.01,0.0015
286,2023-07-16 03:00:00,,0.27,,,0.0087,0.015,0.008,0.0011
287,2023-07-16 04:00:00,,0.0,,,0.0,0.0,0.0,0.0
288,2023-07-16 04:00:00,,0.2,,,0.0169,0.016,0.009,0.0013
289,2023-07-16 05:00:00,,0.0,,,0.0,0.0,0.0,0.0
290,2023-07-16 05:00:00,,0.2,,,0.016,0.014,0.009,0.0011
291,2023-07-16 06:00:00,,0.0,,,0.0,0.0,0.0,0.0
292,2023-07-16 06:00:00,,0.2,,,0.0117,0.018,0.011,0.0012
293,2023-07-16 07:00:00,,0.2,,,0.018,0.015,0.009,0.0011
294,2023-07-16 08:00:00,,0.2,,,0.0181,0.016,0.01,0.0012
295,2023-07-16 09:00:00,,0.2,,,0.0211,0.019,0.012,0.0014
296,2023-07-16 10:00:00,,0.2,,,0.0221,0.02,0.012,0.0011
297,2023-07-16 11:00:00,,0.2,,,0.0259,0.017,0.009,0.0013
298,2023-07-16 12:00:00,,0.2,,,0.0319,0.013,0.006,0.0016
299,2023-07-16 13:00:00,,0.2,,,0.0444,0.012,0.005,0.0014
300,2023-07-16 14:00:00,,0.17,,,0.0537,0.007,0.003,0.0013
301,2023-07-16 15:00:00,,0.03,,,0.0587,0.01,0.004,0.0014
302,2023-07-16 16:00:00,,0.0,,,0.0636,0.01,0.005,0.0013
303,2023-07-16 17:00:00,,0.0,,,0.0624,0.013,0.007,0.0012
304,2023-07-16 18:00:00,,0.03,,,0.0611,0.013,0.008,0.0012
305,2023-07-16 19:00:00,,0.1,,,0.0528,0.019,0.01,0.0011
306,2023-07-16 20:00:00,,0.1,,,0.051,0.014,0.005,0.001
307,2023-07-16 21:00:00,,0.1,,,0.0354,0.021,0.011,0.0009
308,2023-07-16 22:00:00,,0.17,,,0.0226,0.021,0.011,0.0012
309,2023-07-16 23:00:00,,0.23,,,0.0059,0.025,0.013,0.0014
310,2023-07-17 00:00:00,,0.3,,,0.0029,0.028,0.014,0.0018
311,2023-07-17 01:00:00,,0.4,,,0.0018,0.028,0.015,0.0016
312,2023-07-17 02:00:00,,0.47,,,0.0015,0.034,0.017,0.002
313,2023-07-17 03:00:00,,0.3,,,0.0013,0.034,0.019,0.0022
314,2023-07-17 04:00:00,,0.27,,,0.0014,0.029,0.018,0.0019
315,2023-07-17 05:00:00,,0.2,,,0.0022,0.03,0.02,0.0019
316,2023-07-17 06:00:00,,0.27,,,0.0029,0.037,0.025,0.0026
317,2023-07-17 07:00:00,,0.17,,,0.0098,0.032,0.02,0.0022
318,2023-07-17 08:00:00,,0.13,,,0.0167,0.039,0.023,0.0021
319,2023-07-17 09:00:00,,0.1,,,0.0254,0.031,0.018,0.002
320,2023-07-17 10:00:00,,0.0,,,0.0474,0.017,0.009,0.0019
321,2023-07-17 11:00:00,,0.0,,,0.0607,0.012,0.007,0.0015
322,2023-07-17 12:00:00,,0.0,,,0.0713,0.007,0.005,0.0016
323,2023-07-17 13:00:00,,0.0,,,0.0819,0.025,0.014,0.0015
324,2023-07-17 14:00:00,,0.03,,,0.0918,0.018,0.012,0.0014
325,2023-07-17 15:00:00,,0.17,,,0.0907,0.012,0.008,0.0013
